Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HY,AY,HR,AR,Season,HomeRank,AwayRank,HomePoints,AwayPoints,HomeW,AwayW,HomeGD,AwayGD,HomeGP,AwayGP,Sum_HomeY,Sum_AwayY,Sum_HomeR,Sum_AwayR,Stadium,Home_LastRank,Away_LastRank,Home_L5_GS,Home_L5_GC,Home_L5_Form_Pts,Away_L5_GS,Away_L5_GC,Away_L5_Form_Pts,Rank_Diff,LastRank_Diff,Form_Diff,GD_Diff,HomePPG,AwayPPG,PPG_Diff,HomeGDpg,AwayGDpg,GDpg_Diff,WeatherSeason
2018-11-30,,Santa Clara,Belenenses,2.0,3.0,A,1.0,1.0,D,3.0,0.0,1.0,0.0,18-19,9,10,14,12,4,2,1.0,-1.0,10,10,24.0,23.0,3.0,0.0,19,19.0,12.0,1.4,1.0,18.0,0.6,0.8,20.0,-1,7.0,-2.0,2.0,1.4,1.2,0.19999999999999996,0.1,-0.1,0.2,3
2018-11-11,,Tondela,Benfica,1.0,3.0,A,1.0,1.0,D,4.0,3.0,2.0,0.0,18-19,14,5,9,17,2,5,0.0,6.0,9,9,20.0,18.0,3.0,3.0,15,11.0,2.0,1.6,1.2,21.0,1.2,1.4,14.0,9,9.0,7.0,-6.0,1.0,1.8888888888888888,-0.8888888888888888,0.0,0.6666666666666666,-0.6666666666666666,3
2018-11-11,,Sp Lisbon,Chaves,2.0,1.0,H,1.0,0.0,H,1.0,2.0,0.0,1.0,18-19,3,18,19,7,6,2,7.0,-7.0,9,9,26.0,25.0,0.0,1.0,9,3.0,6.0,1.8,1.2,33.0,1.0,1.4,5.0,-15,-3.0,28.0,14.0,2.111111111111111,0.7777777777777778,1.3333333333333335,0.7777777777777778,-0.7777777777777778,1.5555555555555556,3
2018-11-11,,Guimaraes,Santa Clara,2.0,0.0,H,1.0,0.0,H,1.0,2.0,0.0,0.0,18-19,9,7,12,14,3,4,1.0,3.0,9,9,20.0,22.0,0.0,3.0,8,9.0,19.0,1.4,1.2,20.0,1.6,1.2,27.0,2,-10.0,-7.0,-2.0,1.3333333333333333,1.5555555555555556,-0.22222222222222232,0.1111111111111111,0.3333333333333333,-0.2222222222222222,3
2018-11-10,,Porto,Sp Braga,1.0,0.0,H,0.0,0.0,D,1.0,1.0,0.0,0.0,18-19,1,2,21,21,7,6,14.0,10.0,9,9,21.0,18.0,0.0,1.0,7,1.0,4.0,1.4,0.2,36.0,1.6,0.6,31.0,-1,-3.0,5.0,4.0,2.3333333333333335,2.3333333333333335,0.0,1.5555555555555556,1.1111111111111112,0.4444444444444444,3
2018-11-10,,Nacional,Maritimo,1.0,0.0,H,0.0,0.0,D,3.0,2.0,0.0,0.0,18-19,18,12,6,10,1,3,-10.0,-6.0,9,9,20.0,21.0,0.0,1.0,18,19.0,7.0,0.8,1.6,9.0,0.2,1.6,1.0,6,12.0,8.0,-4.0,0.6666666666666666,1.1111111111111112,-0.44444444444444453,-1.1111111111111112,-0.6666666666666666,-0.44444444444444453,3
2018-11-10,,Belenenses,Boavista,0.0,0.0,D,0.0,0.0,D,5.0,6.0,0.0,0.0,18-19,10,15,11,8,2,2,-1.0,-6.0,9,9,18.0,31.0,0.0,2.0,10,12.0,8.0,0.6,0.8,21.0,0.6,1.4,14.0,-5,4.0,7.0,5.0,1.2222222222222223,0.8888888888888888,0.3333333333333335,-0.1111111111111111,-0.6666666666666666,0.5555555555555556,3
2018-11-10,,Aves,Rio Ave,2.0,1.0,H,2.0,0.0,H,3.0,3.0,0.0,1.0,18-19,16,4,7,18,2,5,-5.0,5.0,9,9,27.0,23.0,2.0,1.0,0,13.0,5.0,1.2,1.2,21.0,2.0,1.2,29.0,12,8.0,-8.0,-10.0,0.7777777777777778,2.0,-1.2222222222222223,-0.5555555555555556,0.5555555555555556,-1.1111111111111112,3
2018-11-09,,Setubal,Feirense,2.0,1.0,H,1.0,1.0,D,4.0,4.0,0.0,0.0,18-19,9,14,11,9,3,2,1.0,-3.0,9,9,24.0,26.0,1.0,0.0,1,15.0,16.0,1.4,1.2,23.0,0.4,1.4,4.0,-5,-1.0,19.0,4.0,1.2222222222222223,1.0,0.22222222222222232,0.1111111111111111,-0.3333333333333333,0.4444444444444444,3
2018-11-09,,Moreirense,Portimonense,2.0,0.0,H,1.0,0.0,H,2.0,1.0,0.0,0.0,18-19,7,11,13,11,4,3,-5.0,-4.0,9,9,21.0,18.0,2.0,2.0,12,14.0,10.0,1.0,1.2,33.0,1.8,1.6,29.0,-4,4.0,4.0,-1.0,1.4444444444444444,1.2222222222222223,0.2222222222222221,-0.5555555555555556,-0.4444444444444444,-0.11111111111111116,3
2018-11-05,,Rio Ave,Nacional,3.0,3.0,D,2.0,1.0,H,2.0,5.0,0.0,0.0,18-19,5,17,17,5,5,1,5.0,-10.0,8,8,21.0,15.0,1.0,0.0,4,5.0,19.0,1.8,0.8,37.0,0.2,1.8,6.0,-12,-14.0,31.0,15.0,2.125,0.625,1.5,0.625,-1.25,1.875,3
2018-11-05,,Chaves,Aves,1.0,2.0,A,0.0,1.0,A,3.0,3.0,0.0,0.0,18-19,16,18,7,4,2,1,-6.0,-6.0,8,8,22.0,24.0,1.0,2.0,16,6.0,13.0,0.8,1.2,9.0,0.8,1.2,9.0,-2,-7.0,0.0,0.0,0.875,0.5,0.375,-0.75,-0.75,0.0,3
2018-11-04,,Sp Braga,Setubal,2.0,1.0,H,2.0,1.0,H,1.0,3.0,0.0,0.0,18-19,2,9,18,11,5,3,9.0,2.0,8,8,17.0,21.0,1.0,1.0,14,4.0,15.0,1.4,0.4,27.0,1.2,0.8,31.0,-7,-11.0,-4.0,7.0,2.25,1.375,0.875,1.125,0.25,0.875,3
2018-11-04,,Santa Clara,Sp Lisbon,1.0,2.0,A,1.0,0.0,H,2.0,3.0,1.0,0.0,18-19,6,5,14,16,4,5,4.0,6.0,8,8,20.0,23.0,2.0,0.0,19,19.0,3.0,2.2,1.2,39.0,1.6,1.0,27.0,1,16.0,12.0,-2.0,1.75,2.0,-0.25,0.5,0.75,-0.25,3
2018-11-04,,Feirense,Tondela,2.0,4.0,A,1.0,1.0,D,4.0,3.0,0.0,0.0,18-19,13,16,9,6,2,1,-1.0,-2.0,8,8,22.0,17.0,0.0,3.0,2,16.0,11.0,0.0,0.8,6.0,0.8,1.0,10.0,-3,5.0,-4.0,1.0,1.125,0.75,0.375,-0.125,-0.25,0.125,3
2018-11-03,,Portimonense,Belenenses,1.0,1.0,D,0.0,0.0,D,2.0,3.0,0.0,0.0,18-19,11,10,10,10,3,2,-4.0,-1.0,8,8,16.0,15.0,2.0,0.0,3,10.0,12.0,1.8,1.8,33.0,0.4,0.6,22.0,1,-2.0,11.0,-3.0,1.25,1.25,0.0,-0.5,-0.125,-0.375,3
2018-11-03,,Maritimo,Porto,0.0,2.0,A,0.0,0.0,D,4.0,2.0,1.0,0.0,18-19,12,1,10,18,3,6,-4.0,12.0,8,8,17.0,19.0,0.0,0.0,5,7.0,1.0,0.4,1.2,5.0,1.6,0.2,33.0,11,6.0,-28.0,-16.0,1.25,2.25,-1.0,-0.5,1.5,-2.0,3
2018-11-03,,Boavista,Guimaraes,0.0,0.0,D,0.0,0.0,D,3.0,4.0,0.0,0.0,18-19,14,9,7,11,2,3,-6.0,1.0,8,8,28.0,16.0,2.0,0.0,11,8.0,9.0,1.0,2.2,12.0,1.6,1.2,23.0,5,-1.0,-11.0,-7.0,0.875,1.375,-0.5,-0.75,0.125,-0.875,3
2018-11-02,,Benfica,Moreirense,1.0,3.0,A,1.0,3.0,A,2.0,3.0,1.0,0.0,18-19,3,12,17,10,5,3,8.0,-7.0,8,8,16.0,18.0,2.0,2.0,6,2.0,14.0,1.8,0.8,24.0,0.4,1.6,24.0,-9,-12.0,0.0,15.0,2.125,1.25,0.875,1.0,-0.875,1.875,3
2018-10-28,,Tondela,Setubal,1.0,2.0,A,0.0,1.0,A,3.0,3.0,0.0,0.0,18-19,16,12,6,8,1,2,-1.0,1.0,7,7,14.0,18.0,3.0,1.0,15,11.0,15.0,0.8,0.8,15.0,1.0,1.0,21.0,4,-4.0,-6.0,-2.0,0.8571428571428571,1.1428571428571428,-0.2857142857142857,-0.14285714285714285,0.14285714285714285,-0.2857142857142857,3
2018-10-28,,Sp Lisbon,Boavista,3.0,0.0,H,1.0,0.0,H,2.0,3.0,0.0,0.0,18-19,6,13,13,7,4,2,3.0,-3.0,7,7,21.0,25.0,0.0,2.0,9,3.0,8.0,1.2,1.2,19.0,1.2,1.8,16.0,-7,-5.0,3.0,6.0,1.8571428571428572,1.0,0.8571428571428572,0.42857142857142855,-0.42857142857142855,0.8571428571428571,3
2018-10-28,,Porto,Feirense,2.0,0.0,H,1.0,0.0,H,1.0,3.0,0.0,0.0,18-19,4,11,15,9,5,2,10.0,1.0,7,7,18.0,19.0,0.0,0.0,7,1.0,16.0,1.6,0.8,27.0,0.2,0.6,9.0,-7,-15.0,18.0,9.0,2.142857142857143,1.2857142857142858,0.857142857142857,1.4285714285714286,0.14285714285714285,1.2857142857142858,3
2018-10-28,,Moreirense,Maritimo,1.0,0.0,H,0.0,0.0,D,1.0,2.0,0.0,0.0,18-19,15,9,7,10,2,3,-8.0,-3.0,7,7,17.0,15.0,2.0,0.0,12,14.0,7.0,0.4,1.8,13.0,0.8,1.2,12.0,6,7.0,1.0,-5.0,1.0,1.4285714285714286,-0.4285714285714286,-1.1428571428571428,-0.42857142857142855,-0.7142857142857142,3
2018-10-27,,Rio Ave,Chaves,1.0,0.0,H,0.0,0.0,D,3.0,3.0,0.0,0.0,18-19,4,14,14,7,4,2,4.0,-5.0,7,7,18.0,19.0,1.0,1.0,4,5.0,6.0,1.8,1.0,33.0,1.0,1.4,13.0,-10,-1.0,20.0,9.0,2.0,1.0,1.0,0.5714285714285714,-0.7142857142857143,1.2857142857142856,3
2018-10-27,,Belenenses,Benfica,2.0,0.0,H,2.0,0.0,H,2.0,2.0,0.0,0.0,18-19,13,2,7,17,1,5,-3.0,10.0,7,7,13.0,14.0,0.0,2.0,10,12.0,2.0,0.2,0.8,11.0,2.0,0.6,35.0,11,10.0,-24.0,-13.0,1.0,2.4285714285714284,-1.4285714285714284,-0.42857142857142855,1.4285714285714286,-1.8571428571428572,3
2018-10-27,,Aves,Santa Clara,1.0,2.0,A,0.0,2.0,A,2.0,2.0,0.0,1.0,18-19,18,6,4,11,1,3,-5.0,3.0,7,7,22.0,18.0,2.0,1.0,0,13.0,19.0,0.8,1.4,12.0,2.2,1.4,34.0,12,-6.0,-22.0,-8.0,0.5714285714285714,1.5714285714285714,-1.0,-0.7142857142857143,0.42857142857142855,-1.1428571428571428,3
2018-10-26,,Nacional,Portimonense,0.0,1.0,A,0.0,1.0,A,1.0,1.0,0.0,0.0,18-19,17,13,5,7,1,2,-9.0,-5.0,7,7,14.0,15.0,0.0,2.0,18,19.0,10.0,0.6,1.8,11.0,2.0,2.2,25.0,4,9.0,-14.0,-4.0,0.7142857142857143,1.0,-0.2857142857142857,-1.2857142857142858,-0.7142857142857143,-0.5714285714285715,3
2018-10-26,,Guimaraes,Sp Braga,1.0,1.0,D,1.0,1.0,D,1.0,2.0,0.0,0.0,18-19,7,2,10,17,3,5,1.0,9.0,7,7,15.0,15.0,0.0,1.0,8,9.0,4.0,2.0,1.4,28.0,1.8,0.4,35.0,5,5.0,-7.0,-8.0,1.4285714285714286,2.4285714285714284,-0.9999999999999998,0.14285714285714285,1.2857142857142858,-1.142857142857143,3
2018-10-07,,Portimonense,Sp Lisbon,4.0,2.0,H,2.0,0.0,H,5.0,1.0,0.0,0.0,18-19,18,5,4,13,1,4,-7.0,5.0,6,6,10.0,20.0,2.0,0.0,3,10.0,3.0,1.2,2.2,14.0,1.2,0.6,29.0,13,7.0,-15.0,-12.0,0.6666666666666666,2.1666666666666665,-1.5,-1.1666666666666667,0.8333333333333334,-2.0,3
2018-10-07,,Boavista,Aves,1.0,0.0,H,0.0,0.0,D,3.0,4.0,0.0,0.0,18-19,16,17,4,4,1,1,-4.0,-4.0,6,6,22.0,18.0,2.0,2.0,11,8.0,13.0,1.0,2.2,2.0,1.2,1.6,16.0,-1,-5.0,-14.0,0.0,0.6666666666666666,0.6666666666666666,0.0,-0.6666666666666666,-0.6666666666666666,0.0,3
2018-10-07,,Benfica,Porto,1.0,0.0,H,0.0,0.0,D,4.0,5.0,1.0,0.0,18-19,3,2,14,15,4,5,9.0,11.0,6,6,10.0,13.0,1.0,0.0,6,2.0,1.0,2.2,0.6,31.0,2.2,1.0,39.0,1,1.0,-8.0,-2.0,2.3333333333333335,2.5,-0.16666666666666652,1.5,1.8333333333333333,-0.33333333333333326,3
2018-10-06,,Sp Braga,Rio Ave,1.0,1.0,D,1.0,1.0,D,4.0,4.0,1.0,0.0,18-19,1,5,16,13,5,4,9.0,4.0,6,6,11.0,14.0,0.0,1.0,14,4.0,5.0,2.2,0.8,43.0,2.2,1.0,41.0,-4,-1.0,2.0,5.0,2.6666666666666665,2.1666666666666665,0.5,1.5,0.6666666666666666,0.8333333333333334,3
2018-10-06,,Setubal,Moreirense,3.0,0.0,H,1.0,0.0,H,2.0,3.0,0.0,2.0,18-19,14,12,5,7,1,2,-2.0,-5.0,6,6,16.0,14.0,1.0,0.0,1,15.0,14.0,0.6,1.4,8.0,0.8,1.4,20.0,2,1.0,-12.0,3.0,0.8333333333333334,1.1666666666666667,-0.33333333333333337,-0.3333333333333333,-0.8333333333333334,0.5,3
2018-10-06,,Maritimo,Guimaraes,1.0,3.0,A,0.0,1.0,A,1.0,0.0,0.0,0.0,18-19,7,9,10,7,3,2,-1.0,-1.0,6,6,14.0,15.0,0.0,0.0,5,7.0,9.0,0.8,1.2,19.0,1.4,1.4,20.0,-2,-2.0,-1.0,0.0,1.6666666666666667,1.1666666666666667,0.5,-0.16666666666666666,-0.16666666666666666,0.0,3
2018-10-05,,Tondela,Nacional,1.0,1.0,D,0.0,0.0,D,1.0,2.0,0.0,0.0,18-19,13,18,5,4,1,1,-1.0,-9.0,6,6,13.0,12.0,3.0,0.0,15,11.0,19.0,1.0,1.0,15.0,0.6,2.0,10.0,-5,-8.0,5.0,8.0,0.8333333333333334,0.6666666666666666,0.16666666666666674,-0.16666666666666666,-1.5,1.3333333333333333,3
2018-10-05,,Santa Clara,Chaves,1.0,0.0,H,0.0,0.0,D,2.0,1.0,0.0,0.0,18-19,7,10,8,7,2,2,2.0,-4.0,6,6,16.0,18.0,1.0,1.0,19,19.0,6.0,2.6,2.0,27.0,1.4,1.2,20.0,-3,13.0,7.0,6.0,1.3333333333333333,1.1666666666666667,0.16666666666666652,0.3333333333333333,-0.6666666666666666,1.0,3
2018-10-05,,Feirense,Belenenses,0.0,0.0,D,0.0,0.0,D,3.0,2.0,0.0,0.0,18-19,8,12,8,6,2,1,1.0,-3.0,6,6,16.0,11.0,0.0,0.0,2,16.0,12.0,0.4,0.6,9.0,0.6,1.4,9.0,-4,4.0,0.0,4.0,1.3333333333333333,1.0,0.33333333333333326,0.16666666666666666,-0.5,0.6666666666666666,3
2018-10-01,,Aves,Portimonense,3.0,0.0,H,1.0,0.0,H,2.0,1.0,0.0,0.0,18-19,18,16,1,4,0,1,-7.0,-4.0,5,5,16.0,9.0,2.0,2.0,0,13.0,10.0,0.6,2.0,2.0,1.2,2.0,18.0,2,3.0,-16.0,-3.0,0.2,0.8,-0.6000000000000001,-1.4,-0.8,-0.5999999999999999,3
2018-09-30,,Nacional,Santa Clara,0.0,3.0,A,0.0,1.0,A,1.0,2.0,0.0,0.0,18-19,17,12,4,5,1,1,-6.0,-1.0,5,5,11.0,14.0,0.0,1.0,18,19.0,19.0,1.0,2.2,14.0,2.0,2.2,17.0,5,0.0,-3.0,-5.0,0.8,1.0,-0.19999999999999996,-1.2,-0.2,-1.0,3
2018-09-30,,Guimaraes,Setubal,1.0,1.0,D,0.0,0.0,D,2.0,3.0,0.0,0.0,18-19,11,14,6,4,2,1,-1.0,-2.0,5,5,13.0,13.0,0.0,1.0,8,9.0,15.0,1.6,1.8,21.0,0.8,1.2,7.0,-3,-6.0,14.0,1.0,1.2,0.8,0.3999999999999999,-0.2,-0.4,0.2,3
2018-09-30,,Belenenses,Sp Braga,0.0,3.0,A,0.0,2.0,A,4.0,0.0,0.0,0.0,18-19,10,3,6,13,1,4,0.0,6.0,5,5,7.0,11.0,0.0,0.0,10,12.0,4.0,0.8,0.8,15.0,2.4,1.2,41.0,7,8.0,-26.0,-6.0,1.2,2.6,-1.4000000000000001,0.0,1.2,-1.2,3
2018-09-29,,Sp Lisbon,Maritimo,2.0,0.0,H,2.0,0.0,H,2.0,3.0,0.0,0.0,18-19,5,6,10,10,3,3,3.0,1.0,5,5,18.0,11.0,0.0,0.0,9,3.0,7.0,1.4,0.8,24.0,1.0,0.8,29.0,-1,-4.0,-5.0,2.0,2.0,2.0,0.0,0.6,0.2,0.39999999999999997,3
2018-09-29,,Rio Ave,Boavista,2.0,1.0,H,2.0,0.0,H,2.0,3.0,0.0,1.0,18-19,4,14,10,4,3,1,3.0,-3.0,5,5,12.0,19.0,1.0,1.0,4,5.0,8.0,1.8,1.2,36.0,1.2,1.8,6.0,-10,-3.0,30.0,6.0,2.0,0.8,1.2,0.6,-0.6,1.2,3
2018-09-29,,Moreirense,Feirense,1.0,0.0,H,0.0,0.0,D,1.0,2.0,0.0,0.0,18-19,17,7,4,8,1,2,-6.0,2.0,5,5,13.0,14.0,0.0,0.0,12,14.0,16.0,0.8,2.0,9.0,0.8,0.4,17.0,10,-2.0,-8.0,-8.0,0.8,1.6,-0.8,-1.2,0.4,-1.6,3
2018-09-28,,Porto,Tondela,1.0,0.0,H,0.0,0.0,D,3.0,5.0,0.0,0.0,18-19,3,11,12,5,4,1,10.0,0.0,5,5,10.0,8.0,0.0,3.0,7,1.0,11.0,3.0,1.0,36.0,1.0,1.0,20.0,-8,-10.0,16.0,10.0,2.4,1.0,1.4,2.0,0.0,2.0,3
2018-09-27,,Chaves,Benfica,2.0,2.0,D,0.0,1.0,A,3.0,1.0,0.0,1.0,18-19,10,1,6,13,2,4,-4.0,9.0,5,5,15.0,9.0,1.0,0.0,16,6.0,2.0,1.0,1.8,21.0,2.4,0.6,39.0,9,4.0,-18.0,-13.0,1.2,2.6,-1.4000000000000001,-0.8,1.8,-2.6,3
2018-09-24,,Sp Braga,Sp Lisbon,1.0,0.0,H,0.0,0.0,D,1.0,2.0,0.0,0.0,18-19,3,4,10,10,3,3,5.0,4.0,4,4,10.0,16.0,0.0,0.0,14,4.0,3.0,2.75,1.5,36.0,1.75,0.75,34.0,-1,1.0,2.0,1.0,2.5,2.5,0.0,1.25,1.0,0.25,3
2018-09-23,,Tondela,Moreirense,2.0,0.0,H,1.0,0.0,H,0.0,0.0,0.0,0.0,18-19,16,14,2,4,0,1,-2.0,-4.0,4,4,8.0,13.0,3.0,0.0,15,11.0,14.0,0.75,1.25,7.0,1.0,2.0,13.0,2,-3.0,-6.0,2.0,0.5,1.0,-0.5,-0.5,-1.0,0.5,3
2018-09-23,,Portimonense,Guimaraes,3.0,2.0,H,1.0,0.0,H,2.0,4.0,0.0,0.0,18-19,17,8,1,6,0,2,-5.0,0.0,4,4,7.0,9.0,2.0,0.0,3,10.0,9.0,0.75,2.0,4.0,1.5,1.5,27.0,9,1.0,-23.0,-5.0,0.25,1.5,-1.25,-1.25,0.0,-1.25,3
2018-09-23,,Feirense,Nacional,0.0,0.0,D,0.0,0.0,D,2.0,2.0,0.0,0.0,18-19,7,15,7,3,2,1,2.0,-6.0,4,4,12.0,9.0,0.0,0.0,2,16.0,19.0,1.0,0.5,19.0,1.25,2.75,12.0,-8,-3.0,7.0,8.0,1.75,0.75,1.0,0.5,-1.5,2.0,3
2018-09-23,,Benfica,Aves,2.0,0.0,H,1.0,0.0,H,1.0,4.0,0.0,0.0,18-19,2,18,10,1,3,0,7.0,-5.0,4,4,8.0,12.0,0.0,2.0,6,2.0,13.0,2.5,0.75,34.0,0.75,2.0,3.0,-16,-11.0,31.0,12.0,2.5,0.25,2.25,1.75,-1.25,3.0,3
2018-09-22,,Setubal,Porto,0.0,2.0,A,0.0,1.0,A,1.0,2.0,0.0,0.0,18-19,12,4,4,9,1,3,0.0,8.0,4,4,12.0,8.0,1.0,0.0,1,15.0,1.0,1.0,1.0,11.0,3.25,1.25,30.0,8,14.0,-19.0,-8.0,1.0,2.25,-1.25,0.0,2.0,-2.0,2
2018-09-22,,Santa Clara,Rio Ave,1.0,3.0,A,0.0,0.0,D,2.0,4.0,1.0,1.0,18-19,10,7,5,7,1,2,1.0,1.0,4,4,12.0,8.0,0.0,0.0,19,19.0,5.0,2.25,2.0,22.0,1.5,1.25,28.0,3,14.0,-6.0,0.0,1.25,1.75,-0.5,0.25,0.25,0.0,2
2018-09-22,,Maritimo,Belenenses,0.0,0.0,D,0.0,0.0,D,1.0,1.0,0.0,0.0,18-19,5,11,9,5,3,1,1.0,0.0,4,4,10.0,6.0,0.0,0.0,5,7.0,12.0,1.25,1.0,33.0,1.0,1.0,15.0,-6,-5.0,18.0,1.0,2.25,1.25,1.0,0.25,0.0,0.25,2
2018-09-21,,Boavista,Chaves,1.0,2.0,A,0.0,1.0,A,3.0,4.0,0.0,0.0,18-19,12,14,4,3,1,1,-2.0,-5.0,4,4,16.0,11.0,1.0,1.0,11,8.0,6.0,1.25,1.75,10.0,0.75,2.0,9.0,-2,2.0,1.0,3.0,1.0,0.75,0.25,-0.5,-1.25,0.75,2
2018-09-02,,Rio Ave,Portimonense,2.0,1.0,H,0.0,1.0,A,3.0,2.0,0.0,2.0,18-19,11,18,4,1,1,0,0.0,-4.0,3,3,5.0,5.0,0.0,0.0,4,5.0,10.0,1.3333333333333333,1.3333333333333333,17.0,0.6666666666666666,2.0,5.0,-7,-5.0,12.0,4.0,1.3333333333333333,0.3333333333333333,1.0,0.0,-1.3333333333333333,1.3333333333333333,2
2018-09-02,,Porto,Moreirense,3.0,0.0,H,2.0,0.0,H,2.0,1.0,0.0,0.0,18-19,5,12,6,4,2,1,5.0,-1.0,3,3,6.0,12.0,0.0,0.0,7,1.0,14.0,3.3333333333333335,1.6666666666666667,21.0,1.3333333333333333,1.6666666666666667,17.0,-7,-13.0,4.0,6.0,2.0,1.3333333333333333,0.6666666666666667,1.6666666666666667,-0.3333333333333333,2.0,2
2018-09-02,,Nacional,Benfica,0.0,4.0,A,0.0,2.0,A,1.0,3.0,0.0,0.0,18-19,14,3,3,7,1,2,-2.0,3.0,3,3,8.0,5.0,0.0,0.0,18,19.0,2.0,1.6666666666666667,2.3333333333333335,15.0,2.0,1.0,26.0,11,17.0,-11.0,-5.0,1.0,2.3333333333333335,-1.3333333333333335,-0.6666666666666666,1.0,-1.6666666666666665,2
2018-09-02,,Aves,Maritimo,0.0,1.0,A,0.0,1.0,A,2.0,3.0,0.0,0.0,18-19,17,7,1,6,0,2,-4.0,0.0,3,3,10.0,7.0,2.0,0.0,0,13.0,7.0,1.0,2.3333333333333335,4.0,1.3333333333333333,1.3333333333333333,24.0,10,6.0,-20.0,-4.0,0.3333333333333333,2.0,-1.6666666666666667,-1.3333333333333333,0.0,-1.3333333333333333,2
2018-09-01,,Sp Lisbon,Feirense,1.0,0.0,H,0.0,0.0,D,4.0,6.0,0.0,0.0,18-19,3,4,7,7,2,2,3.0,3.0,3,3,12.0,6.0,0.0,0.0,9,3.0,16.0,2.0,1.0,26.0,1.3333333333333333,0.3333333333333333,26.0,-1,-13.0,0.0,0.0,2.3333333333333335,2.3333333333333335,0.0,1.0,1.0,0.0,2
2018-09-01,,Santa Clara,Boavista,4.0,2.0,H,1.0,1.0,D,4.0,3.0,0.0,0.0,18-19,15,10,2,4,0,1,-1.0,0.0,3,3,8.0,13.0,0.0,1.0,19,19.0,8.0,1.6666666666666667,2.0,9.0,1.0,1.0,14.0,5,11.0,-5.0,-1.0,0.6666666666666666,1.3333333333333333,-0.6666666666666666,-0.3333333333333333,0.0,-0.3333333333333333,2
2018-09-01,,Belenenses,Setubal,0.0,0.0,D,0.0,0.0,D,0.0,1.0,0.0,0.0,18-19,8,12,4,3,1,1,0.0,0.0,3,3,6.0,11.0,0.0,1.0,10,12.0,15.0,1.3333333333333333,1.3333333333333333,14.0,1.3333333333333333,1.3333333333333333,9.0,-4,-3.0,5.0,0.0,1.3333333333333333,1.0,0.33333333333333326,0.0,0.0,0.0,2
2018-08-31,,Guimaraes,Tondela,1.0,0.0,H,1.0,0.0,H,2.0,1.0,0.0,1.0,18-19,12,16,3,2,1,0,-1.0,-1.0,3,3,7.0,7.0,0.0,2.0,8,9.0,11.0,1.6666666666666667,2.0,15.0,1.0,1.3333333333333333,9.0,-4,-2.0,6.0,0.0,1.0,0.6666666666666666,0.33333333333333337,-0.3333333333333333,-0.3333333333333333,0.0,2
2018-08-31,,Chaves,Sp Braga,0.0,1.0,A,0.0,1.0,A,2.0,5.0,0.0,0.0,18-19,14,1,3,7,1,2,-4.0,4.0,3,3,9.0,5.0,1.0,0.0,16,6.0,4.0,1.0,2.3333333333333335,12.0,3.3333333333333335,2.0,28.0,13,2.0,-16.0,-8.0,1.0,2.3333333333333335,-1.3333333333333335,-1.3333333333333333,1.3333333333333333,-2.6666666666666665,2
2018-08-27,,Moreirense,Belenenses,1.0,1.0,D,0.0,0.0,D,2.0,2.0,0.0,0.0,18-19,12,10,3,3,1,1,-1.0,0.0,2,2,10.0,4.0,0.0,0.0,12,14.0,12.0,1.5,2.0,15.0,1.5,1.5,12.0,2,2.0,3.0,-1.0,1.5,1.5,0.0,-0.5,0.0,-0.5,2
2018-08-26,,Tondela,Rio Ave,1.0,1.0,D,0.0,1.0,A,2.0,2.0,1.0,0.0,18-19,15,9,1,3,0,1,-1.0,0.0,2,2,5.0,3.0,1.0,0.0,15,11.0,5.0,1.0,1.5,5.0,1.5,1.5,15.0,6,6.0,-10.0,-1.0,0.5,1.5,-1.0,-0.5,0.0,-0.5,2
2018-08-26,,Sp Braga,Aves,3.0,1.0,H,0.0,0.0,D,1.0,4.0,0.0,0.0,18-19,6,16,4,1,1,0,2.0,-2.0,2,2,4.0,6.0,0.0,2.0,14,4.0,13.0,3.5,2.5,17.0,1.0,2.0,5.0,-10,-9.0,12.0,4.0,2.0,0.5,1.5,1.0,-1.0,2.0,2
2018-08-26,,Setubal,Nacional,1.0,2.0,A,0.0,1.0,A,4.0,5.0,1.0,0.0,18-19,7,18,3,0,1,0,1.0,-3.0,2,2,7.0,3.0,0.0,0.0,1,15.0,19.0,1.5,1.0,12.0,1.5,3.0,0.0,-11,-4.0,12.0,4.0,1.5,0.0,1.5,0.5,-1.5,2.0,2
2018-08-26,,Feirense,Boavista,1.0,1.0,D,0.0,1.0,A,2.0,5.0,0.0,1.0,18-19,4,10,6,3,2,1,3.0,0.0,2,2,4.0,8.0,0.0,0.0,2,16.0,8.0,1.5,0.0,27.0,1.0,1.0,12.0,-6,8.0,15.0,3.0,3.0,1.5,1.5,1.5,0.0,1.5,2
2018-08-25,,Porto,Guimaraes,2.0,3.0,A,2.0,0.0,H,3.0,2.0,0.0,0.0,18-19,1,16,6,0,2,0,6.0,-2.0,2,2,3.0,5.0,0.0,0.0,7,1.0,9.0,4.0,1.0,27.0,1.0,2.0,0.0,-15,-8.0,27.0,8.0,3.0,0.0,3.0,3.0,-1.0,4.0,2
2018-08-25,,Portimonense,Santa Clara,2.0,2.0,D,0.0,1.0,A,0.0,3.0,0.0,0.0,18-19,18,13,0,1,0,0,-4.0,-1.0,2,2,5.0,5.0,0.0,0.0,3,10.0,19.0,0.0,2.0,0.0,1.5,2.0,5.0,5,-9.0,-5.0,-3.0,0.0,0.5,-0.5,-2.0,-0.5,-1.5,2
